관측소,Station ID,obs_cd,label,unit,source
동중국해1,dongchina1,ADCP_Bin 29 Error,ADCP 해류,,empty
동중국해1,dongchina1,ADCP_Bin 29 North South,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 29 Vert,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 3 East West,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 3 Error,ADCP 해류,,empty
동중국해1,dongchina1,ADCP_Bin 3 North South,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 3 Vert,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 30 East West,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 30 Error,ADCP 해류,,empty
동중국해1,dongchina1,ADCP_Bin 30 North South,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 30 Vert,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 31 East West,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 31 Error,ADCP 해류,,empty
동중국해1,dongchina1,ADCP_Bin 31 North South,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 31 Vert,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 32 East West,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 32 Error,ADCP 해류,,empty
동중국해1,dongchina1,ADCP_Bin 32 North South,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 32 Vert,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 33 East West,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 33 Error,ADCP 해류,,empty
동중국해1,dongchina1,ADCP_Bin 33 North South,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 33 Vert,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 34 East West,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 34 Error,ADCP 해류,,empty
동중국해1,dongchina1,ADCP_Bin 34 North South,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 34 Vert,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 35 East West,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 35 Error,ADCP 해류,,empty
동중국해1,dongchina1,ADCP_Bin 35 North South,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 35 Vert,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 36 East West,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 36 Error,ADCP 해류,,empty
동중국해1,dongchina1,ADCP_Bin 36 North South,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 36 Vert,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 37 East West,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 37 Error,ADCP 해류,,empty
동중국해1,dongchina1,ADCP_Bin 37 North South,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 37 Vert,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 38 East West,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 38 Error,ADCP 해류,,empty
동중국해1,dongchina1,ADCP_Bin 38 North South,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 38 Vert,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 39 East West,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 39 Error,ADCP 해류,,empty
동중국해1,dongchina1,ADCP_Bin 39 North South,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 39 Vert,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 4 East West,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 4 Error,ADCP 해류,,empty
동중국해1,dongchina1,ADCP_Bin 4 North South,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 4 Vert,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 40 East West,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 40 Error,ADCP 해류,,empty
동중국해1,dongchina1,ADCP_Bin 40 North South,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 40 Vert,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 5 East West,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 5 Error,ADCP 해류,,empty
동중국해1,dongchina1,ADCP_Bin 5 North South,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 5 Vert,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 6 East West,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 6 Error,ADCP 해류,,empty
동중국해1,dongchina1,ADCP_Bin 6 North South,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 6 Vert,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 7 East West,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 7 Error,ADCP 해류,,empty
동중국해1,dongchina1,ADCP_Bin 7 North South,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 7 Vert,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 8 East West,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 8 Error,ADCP 해류,,empty
동중국해1,dongchina1,ADCP_Bin 8 North South,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 8 Vert,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 9 East West,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 9 Error,ADCP 해류,,empty
동중국해1,dongchina1,ADCP_Bin 9 North South,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Bin 9 Vert,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Heading,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Pitching,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Rolling,ADCP 해류,cm/s,label
동중국해1,dongchina1,ADCP_Temp,ADCP 해류,cm/s,label
동중국해1,dongchina1,CGR4 Converted data,복사량,W/m²,label
동중국해1,dongchina1,CGR4 raw data,복사량,W/m²,label
동중국해1,dongchina1,CMP21,복사량,W/m²,label
동중국해1,dongchina1,CUV5,복사량,W/m²,label
동중국해1,dongchina1,B Block Batt,배터리/전원,V,name
동중국해1,dongchina1,부이전압(V),배터리/전원,V,name
동중국해1,dongchina1,GPS quality,GPS,,empty
동중국해1,dongchina1,GPS_Course deg,GPS,deg,name
동중국해1,dongchina1,GPS_Number,GPS,,empty
동중국해1,dongchina1,GPS_Speed (km/h),GPS,km/h,paren
동중국해1,dongchina1,GPS_경도,GPS,deg,name
동중국해1,dongchina1,GPS_날짜,GPS,,empty
동중국해1,dongchina1,GPS_시간,GPS,,empty
동중국해1,dongchina1,GPS_위도,GPS,deg,name
동중국해1,dongchina1,Compass (deg),미분류,deg,paren
동중국해1,dongchina1,Compass Option,미분류,,empty
동중국해1,dongchina1,SBE37_Pressure,미분류,dbar,name
동중국해1,dongchina1,SeaPhOX_CTD oxygen(ml/L),미분류,ml/L,paren
동중국해1,dongchina1,SeaPhOX_CTD pres(dbar),미분류,dbar,paren
동중국해1,dongchina1,SeaPhOX_RH (%),미분류,%,paren
동중국해1,dongchina1,SeaPhOX_date,미분류,,empty
동중국해1,dongchina1,WaveUnit_평균파고(m),미분류,m,paren
동중국해1,dongchina1,WaveUnit_평균파주기(s),미분류,s,paren
동중국해1,dongchina1,개폐S/R-1,미분류,,empty
동중국해1,dongchina1,개폐S/R-2,미분류,,empty
동중국해1,dongchina1,개폐S/R-3,미분류,,empty
동중국해1,dongchina1,개폐S/R-4,미분류,,empty
동중국해1,dongchina1,내부온도(℃,미분류,℃,name
동중국해1,dongchina1,등명기,미분류,,empty
동중국해1,dongchina1,시정값(m),미분류,m,paren
동중국해1,dongchina1,온도센서,미분류,℃,name
동중국해1,dongchina1,침수S/R-1,미분류,,empty
동중국해1,dongchina1,침수S/R-2,미분류,,empty
동중국해1,dongchina1,침수S/R-3,미분류,,empty
동중국해1,dongchina1,침수S/R-4,미분류,,empty
본원(영도),bonwon,temp,기온,℃,label
본원(영도),bonwon,RH,습도,%,label
본원(영도),bonwon,pres,기압,hPa,label
본원(영도),bonwon,w_spd,풍속,m/s,label
본원(영도),bonwon,w_dir,풍향,deg,label
본원(영도),bonwon,g_spd,돌풍,m/s,label
본원(영도),bonwon,volt,배터리/전원,V,name
본원(영도),bonwon,g_dir,미분류,deg,name
